"collection_id","site","species","length_sl_mm"
"NFM09-203","6","Leiostomus xanthurus",15.09
"NFM09-203","6","Leiostomus xanthurus",15.07
"NFM09-203","6","Leiostomus xanthurus",15.22
"NFM09-203","6","Leiostomus xanthurus",18.46
"NFM09-203","6","Leiostomus xanthurus",14.39
"NFM09-203","6","Leiostomus xanthurus",18.26
"NFM09-203","6","Leiostomus xanthurus",14.37
"NFM09-203","6","Leiostomus xanthurus",14.54
"NFM09-203","6","Leiostomus xanthurus",14.94
"NFM09-203","6","Leiostomus xanthurus",13.78
"NFM09-203","6","Leiostomus xanthurus",18.18
"NFM09-203","6","Leiostomus xanthurus",13.46
"NFM09-203","6","Leiostomus xanthurus",14.68
"NFM09-203","6","Leiostomus xanthurus",14.82
"NFM09-203","6","Leiostomus xanthurus",14.06
"NFM09-203","6","Leiostomus xanthurus",18
"NFM09-203","6","Leiostomus xanthurus",15.23
"NFM09-203","6","Leiostomus xanthurus",15.91
"NFM09-203","6","Leiostomus xanthurus",12.74
"NFM09-203","6","Leiostomus xanthurus",12.99
"NFM09-203","6","Leiostomus xanthurus",17.45
"NFM09-203","6","Leiostomus xanthurus",14.29
"NFM09-203","6","Leiostomus xanthurus",16.49
"NFM09-203","6","Leiostomus xanthurus",15.03
"NFM09-203","6","Leiostomus xanthurus",15.28
"NFM09-203","6","Leiostomus xanthurus",14.37
"NFM09-203","6","Leiostomus xanthurus",19.51
"NFM09-203","6","Leiostomus xanthurus",14.55
"NFM09-203","6","Leiostomus xanthurus",15.59
"NFM09-203","6","Leiostomus xanthurus",13.49
"NFM09-203","6","Leiostomus xanthurus",14.68
"NFM09-203","6","Leiostomus xanthurus",12.98
"NFM09-203","6","Leiostomus xanthurus",14.94
"NFM09-203","6","Leiostomus xanthurus",12.86
"NFM09-203","6","Leiostomus xanthurus",13.83
"NFM09-203","6","Leiostomus xanthurus",16.4
"NFM09-203","6","Leiostomus xanthurus",13.42
"NFM09-203","6","Leiostomus xanthurus",14.94
"NFM09-203","6","Leiostomus xanthurus",14.87
"NFM09-203","6","Leiostomus xanthurus",14.57
"NFM09-203","6","Leiostomus xanthurus",18.85
"NFM09-203","6","Leiostomus xanthurus",16.3
"NFM09-203","6","Leiostomus xanthurus",14.13
"NFM09-203","6","Leiostomus xanthurus",13.69
"NFM09-203","6","Leiostomus xanthurus",13
"NFM09-203","6","Leiostomus xanthurus",14.6
"NFM09-203","6","Leiostomus xanthurus",15.5
"NFM09-203","6","Leiostomus xanthurus",16.51
"NFM09-203","6","Leiostomus xanthurus",15.93
"NFM09-203","6","Leiostomus xanthurus",12.94
"NFM09-203","6","Leiostomus xanthurus",13.99
"NFM09-203","6","Leiostomus xanthurus",12.77
"NFM09-203","6","Leiostomus xanthurus",13.58
"NFM09-203","6","Leiostomus xanthurus",12.09
"NFM09-203","6","Leiostomus xanthurus",14.68
"NFM09-203","6","Leiostomus xanthurus",14.8
"NFM09-203","6","Leiostomus xanthurus",13.39
"NFM09-203","6","Leiostomus xanthurus",14.74
"NFM09-203","6","Leiostomus xanthurus",16.38
"NFM09-203","6","Leiostomus xanthurus",14.48
"NFM09-203","6","Leiostomus xanthurus",15.68
"NFM09-203","6","Leiostomus xanthurus",12.86
"NFM09-203","6","Leiostomus xanthurus",13.31
"NFM09-203","6","Leiostomus xanthurus",14.71
"NFM09-203","6","Leiostomus xanthurus",14.39
"NFM09-203","6","Leiostomus xanthurus",13.32
"NFM09-203","6","Leiostomus xanthurus",13.41
"NFM09-203","6","Leiostomus xanthurus",12.84
"NFM09-203","6","Leiostomus xanthurus",14.86
"NFM09-203","6","Leiostomus xanthurus",16.61
"NFM09-203","6","Leiostomus xanthurus",17.16
"NFM09-203","6","Leiostomus xanthurus",14.58
"NFM09-203","6","Leiostomus xanthurus",14.98
"NFM09-203","6","Leiostomus xanthurus",15.23
"NFM09-203","6","Leiostomus xanthurus",17.68
"NFM09-203","6","Leiostomus xanthurus",13.56
"NFM09-203","6","Leiostomus xanthurus",16.19
"NFM09-203","6","Leiostomus xanthurus",14.12
"NFM09-203","6","Leiostomus xanthurus",14.63
"NFM09-203","6","Leiostomus xanthurus",12.35
"NFM09-203","6","Leiostomus xanthurus",14.48
"NFM09-203","6","Leiostomus xanthurus",15.9
"NFM09-203","6","Leiostomus xanthurus",14.49
"NFM09-203","6","Leiostomus xanthurus",17.44
"NFM09-203","6","Leiostomus xanthurus",14.77
"NFM09-203","6","Leiostomus xanthurus",14.86
"NFM09-203","6","Leiostomus xanthurus",17.42
"NFM09-203","6","Leiostomus xanthurus",18.8
"NFM09-203","6","Leiostomus xanthurus",16.71
"NFM09-203","6","Leiostomus xanthurus",16.44
"NFM09-203","6","Leiostomus xanthurus",13.06
"NFM09-203","6","Leiostomus xanthurus",15.8
"NFM09-203","6","Leiostomus xanthurus",14.66
"NFM09-203","6","Leiostomus xanthurus",18.14
"NFM09-203","6","Leiostomus xanthurus",15.02
"NFM09-203","6","Leiostomus xanthurus",13.41
"NFM09-203","6","Leiostomus xanthurus",14.24
"NFM09-203","6","Leiostomus xanthurus",15.84
"NFM09-203","6","Leiostomus xanthurus",14.62
"NFM09-203","6","Leiostomus xanthurus",14.8
"NFM09-203","6","Leiostomus xanthurus",14.71
"NFM09-203","6","Leiostomus xanthurus",14.15
"NFM09-203","6","Leiostomus xanthurus",18.05
"NFM09-203","6","Leiostomus xanthurus",15.87
"NFM09-203","6","Leiostomus xanthurus",14.34
"NFM09-203","6","Leiostomus xanthurus",14.67
"NFM09-203","6","Leiostomus xanthurus",15.05
"NFM09-203","6","Leiostomus xanthurus",13.65
"NFM09-203","6","Leiostomus xanthurus",13.7
"NFM09-203","6","Leiostomus xanthurus",18.49
"NFM09-203","6","Leiostomus xanthurus",15.8
"NFM09-203","6","Leiostomus xanthurus",13.66
"NFM09-203","6","Leiostomus xanthurus",14.43
"NFM09-203","6","Leiostomus xanthurus",12.46
"NFM09-203","6","Leiostomus xanthurus",14.61
"NFM09-203","6","Leiostomus xanthurus",16.06
"NFM09-203","6","Leiostomus xanthurus",13.59
"NFM09-203","6","Leiostomus xanthurus",13.25
"NFM09-203","6","Leiostomus xanthurus",15.75
"NFM09-203","6","Leiostomus xanthurus",14.18
"NFM09-203","6","Leiostomus xanthurus",14.48
"NFM09-203","6","Leiostomus xanthurus",15.1
"NFM09-203","6","Leiostomus xanthurus",12.89
"NFM09-203","6","Leiostomus xanthurus",14.57
"NFM09-203","6","Leiostomus xanthurus",13.01
"NFM09-203","6","Leiostomus xanthurus",17.91
"NFM09-203","6","Leiostomus xanthurus",16.34
"NFM09-203","6","Leiostomus xanthurus",14.56
"NFM09-203","6","Leiostomus xanthurus",14.71
"NFM09-203","6","Leiostomus xanthurus",14.73
"NFM09-203","6","Leiostomus xanthurus",15.24
"NFM09-203","6","Leiostomus xanthurus",19.34
"NFM09-203","6","Leiostomus xanthurus",15.73
"NFM09-203","6","Leiostomus xanthurus",16.39
"NFM09-203","6","Leiostomus xanthurus",14.02
"NFM09-203","6","Leiostomus xanthurus",13.95
"NFM09-203","6","Leiostomus xanthurus",16.21
"NFM09-203","6","Leiostomus xanthurus",14.34
"NFM09-203","6","Leiostomus xanthurus",13.62
"NFM09-203","6","Leiostomus xanthurus",14.8
"NFM09-203","6","Leiostomus xanthurus",13.28
"NFM09-203","6","Leiostomus xanthurus",14.35
"NFM09-203","6","Leiostomus xanthurus",14.62
"NFM09-203","6","Leiostomus xanthurus",14.83
"NFM09-203","6","Leiostomus xanthurus",13.38
"NFM09-203","6","Leiostomus xanthurus",14.46
"NFM09-203","6","Leiostomus xanthurus",14.98
"NFM09-203","6","Leiostomus xanthurus",16.48
"NFM09-203","6","Leiostomus xanthurus",14.74
"NFM09-203","6","Leiostomus xanthurus",16.67
"NFM09-203","6","Leiostomus xanthurus",13.17
"NFM09-203","6","Leiostomus xanthurus",14.94
"NFM09-203","6","Leiostomus xanthurus",14.29
"NFM09-203","6","Leiostomus xanthurus",17.22
"NFM09-203","6","Leiostomus xanthurus",12.25
"NFM09-203","6","Leiostomus xanthurus",14.13
"NFM09-203","6","Leiostomus xanthurus",16.08
"NFM09-203","6","Leiostomus xanthurus",14.68
"NFM09-203","6","Leiostomus xanthurus",15.47
"NFM09-203","6","Leiostomus xanthurus",14.6
"NFM09-203","6","Leiostomus xanthurus",15.37
"NFM09-203","6","Leiostomus xanthurus",14.79
"NFM09-203","6","Leiostomus xanthurus",13.82
"NFM09-203","6","Leiostomus xanthurus",13.47
"NFM09-203","6","Leiostomus xanthurus",14.75
"NFM09-203","6","Leiostomus xanthurus",16.65
"NFM09-203","6","Leiostomus xanthurus",15.32
"NFM09-203","6","Leiostomus xanthurus",13.84
"NFM09-203","6","Leiostomus xanthurus",15.92
"NFM09-203","6","Leiostomus xanthurus",16.36
"NFM09-203","6","Leiostomus xanthurus",14.75
"NFM09-203","6","Leiostomus xanthurus",19.05
"NFM09-203","6","Leiostomus xanthurus",14.86
"NFM09-203","6","Leiostomus xanthurus",14.15
"NFM09-203","6","Leiostomus xanthurus",17.14
"NFM09-203","6","Leiostomus xanthurus",17.43
"NFM09-203","6","Leiostomus xanthurus",15.57
"NFM09-203","6","Leiostomus xanthurus",12.9
"NFM09-203","6","Leiostomus xanthurus",13.39
"NFM09-203","6","Leiostomus xanthurus",14.43
"NFM09-203","6","Leiostomus xanthurus",16.34
"NFM09-203","6","Leiostomus xanthurus",14.25
"NFM09-203","6","Leiostomus xanthurus",19.59
"NFM09-203","6","Leiostomus xanthurus",14.91
"NFM09-203","6","Leiostomus xanthurus",17.1
"NFM09-203","6","Leiostomus xanthurus",17.1
"NFM09-203","6","Leiostomus xanthurus",14.1
"NFM09-203","6","Leiostomus xanthurus",14.68
"NFM09-203","6","Leiostomus xanthurus",15.56
"NFM09-203","6","Leiostomus xanthurus",18.07
"NFM09-203","6","Leiostomus xanthurus",15.09
"NFM09-203","6","Leiostomus xanthurus",15.61
"NFM09-203","6","Leiostomus xanthurus",15.54
"NFM09-203","6","Leiostomus xanthurus",14.17
"NFM09-203","6","Leiostomus xanthurus",14.16
"NFM09-203","6","Leiostomus xanthurus",16.02
"NFM09-203","6","Leiostomus xanthurus",16.82
"NFM09-203","6","Leiostomus xanthurus",15.35
"NFM09-203","6","Leiostomus xanthurus",13.39
"NFM09-203","6","Leiostomus xanthurus",14.64
"NFM09-203","6","Leiostomus xanthurus",13.18
"NFM09-203","6","Leiostomus xanthurus",13.66
"NFM09-203","6","Leiostomus xanthurus",17.48
"NFM09-203","6","Leiostomus xanthurus",15.98
"NFM09-203","6","Leiostomus xanthurus",13.79
"NFM09-203","6","Leiostomus xanthurus",16.08
"NFM09-203","6","Leiostomus xanthurus",15.37
"NFM09-203","6","Leiostomus xanthurus",13.83
"NFM09-203","6","Leiostomus xanthurus",14.15
"NFM09-203","6","Leiostomus xanthurus",14.19
"NFM09-203","6","Leiostomus xanthurus",13.89
"NFM09-203","6","Leiostomus xanthurus",15.94
"NFM09-203","6","Leiostomus xanthurus",14.49
"NFM09-203","6","Leiostomus xanthurus",14.1
"NFM09-203","6","Leiostomus xanthurus",14.47
"NFM09-203","6","Leiostomus xanthurus",14.57
"NFM09-203","6","Leiostomus xanthurus",14.63
"NFM09-203","6","Leiostomus xanthurus",14.59
"NFM09-203","6","Leiostomus xanthurus",13.89
"NFM09-203","6","Leiostomus xanthurus",14.25
"NFM09-203","6","Leiostomus xanthurus",15
"NFM09-203","6","Leiostomus xanthurus",14.25
"NFM09-203","6","Leiostomus xanthurus",13.86
"NFM09-203","6","Leiostomus xanthurus",13.31
"NFM09-203","6","Leiostomus xanthurus",14.03
"NFM09-203","6","Leiostomus xanthurus",13.74
"NFM09-203","6","Leiostomus xanthurus",15.91
"NFM09-203","6","Leiostomus xanthurus",16.17
"NFM09-203","6","Leiostomus xanthurus",13.79
"NFM09-203","6","Leiostomus xanthurus",13.56
"NFM09-203","6","Leiostomus xanthurus",15.37
"NFM09-203","6","Leiostomus xanthurus",14.61
"NFM09-203","6","Leiostomus xanthurus",13.8
"NFM09-203","6","Leiostomus xanthurus",18.43
"NFM09-203","6","Leiostomus xanthurus",12.84
"NFM09-203","6","Leiostomus xanthurus",19.37
"NFM09-203","6","Leiostomus xanthurus",13.87
"NFM09-203","6","Leiostomus xanthurus",14.86
"NFM09-203","6","Leiostomus xanthurus",13.35
"NFM09-203","6","Leiostomus xanthurus",14.08
"NFM09-203","6","Leiostomus xanthurus",15.42
"NFM09-203","6","Leiostomus xanthurus",15.03
"NFM09-203","6","Leiostomus xanthurus",15.87
"NFM09-203","6","Leiostomus xanthurus",12.83
"NFM09-203","6","Leiostomus xanthurus",13.3
"NFM09-203","6","Leiostomus xanthurus",16
"NFM09-203","6","Leiostomus xanthurus",14.74
"NFM09-203","6","Leiostomus xanthurus",13.81
"NFM09-203","6","Leiostomus xanthurus",15.44
"NFM09-203","6","Leiostomus xanthurus",15.04
"NFM09-203","6","Leiostomus xanthurus",17.48
"NFM09-203","6","Leiostomus xanthurus",19.29
"NFM09-203","6","Leiostomus xanthurus",17.08
"NFM09-203","6","Leiostomus xanthurus",14.54
"NFM09-203","6","Leiostomus xanthurus",13.95
"NFM09-203","6","Leiostomus xanthurus",14.17
"NFM09-203","6","Leiostomus xanthurus",14.96
"NFM09-203","6","Leiostomus xanthurus",13.92
"NFM09-203","6","Leiostomus xanthurus",14.07
"NFM09-203","6","Leiostomus xanthurus",14.98
"NFM09-203","6","Leiostomus xanthurus",16.86
"NFM09-203","6","Leiostomus xanthurus",14.71
"NFM09-203","6","Leiostomus xanthurus",15.94
"NFM09-203","6","Leiostomus xanthurus",13.9
"NFM09-203","6","Leiostomus xanthurus",13.97
"NFM09-203","6","Leiostomus xanthurus",13.9
"NFM09-203","6","Leiostomus xanthurus",12.66
"NFM09-203","6","Leiostomus xanthurus",16.49
"NFM09-203","6","Leiostomus xanthurus",15.96
"NFM09-203","6","Leiostomus xanthurus",14.72
"NFM09-203","6","Leiostomus xanthurus",14.12
"NFM09-203","6","Leiostomus xanthurus",13.27
"NFM09-203","6","Leiostomus xanthurus",14.72
"NFM09-203","6","Leiostomus xanthurus",14.92
"NFM09-203","6","Leiostomus xanthurus",14.8
"NFM09-203","6","Leiostomus xanthurus",15.5
"NFM09-203","6","Leiostomus xanthurus",13.87
"NFM09-203","6","Leiostomus xanthurus",15.91
"NFM09-203","6","Leiostomus xanthurus",15.68
"NFM09-203","6","Leiostomus xanthurus",13.68
"NFM09-203","6","Leiostomus xanthurus",13.17
"NFM09-203","6","Leiostomus xanthurus",15.18
"NFM09-203","6","Leiostomus xanthurus",15.77
"NFM09-203","6","Leiostomus xanthurus",14.9
"NFM09-203","6","Leiostomus xanthurus",14.3
"NFM09-203","6","Leiostomus xanthurus",15.65
"NFM09-203","6","Leiostomus xanthurus",12.8
"NFM09-203","6","Leiostomus xanthurus",14.68
"NFM09-203","6","Leiostomus xanthurus",13
"NFM09-203","6","Leiostomus xanthurus",17.01
"NFM09-203","6","Leiostomus xanthurus",14.37
"NFM09-203","6","Leiostomus xanthurus",14.35
"NFM09-203","6","Leiostomus xanthurus",15.52
"NFM09-203","6","Leiostomus xanthurus",14.72
"NFM09-203","6","Leiostomus xanthurus",15.09
"NFM09-203","6","Leiostomus xanthurus",13.37
"NFM09-203","6","Leiostomus xanthurus",17.35
"NFM09-203","6","Leiostomus xanthurus",14.78
"NFM09-203","6","Leiostomus xanthurus",14.29
"NFM09-203","6","Leiostomus xanthurus",14.43
"NFM09-203","6","Leiostomus xanthurus",13.01
"NFM09-203","6","Leiostomus xanthurus",16.1
"NFM09-203","6","Leiostomus xanthurus",14.98
"NFM09-203","6","Leiostomus xanthurus",15.18
"NFM09-203","6","Leiostomus xanthurus",14.83
"NFM09-203","6","Leiostomus xanthurus",13.8
"NFM09-203","6","Leiostomus xanthurus",14.63
"NFM09-203","6","Leiostomus xanthurus",17.28
"NFM09-203","6","Leiostomus xanthurus",15.57
"NFM09-203","6","Leiostomus xanthurus",14.32
"NFM09-203","6","Leiostomus xanthurus",14.03
"NFM09-203","6","Leiostomus xanthurus",14.46
"NFM09-203","6","Leiostomus xanthurus",13.02
"NFM09-203","6","Leiostomus xanthurus",15.39
"NFM09-203","6","Leiostomus xanthurus",14.5
"NFM09-203","6","Leiostomus xanthurus",13.91
"NFM09-203","6","Leiostomus xanthurus",13.16
"NFM09-203","6","Leiostomus xanthurus",14.57
"NFM09-203","6","Leiostomus xanthurus",18.1
"NFM09-203","6","Leiostomus xanthurus",15.17
"NFM09-203","6","Leiostomus xanthurus",14.48
"NFM09-203","6","Leiostomus xanthurus",14.54
"NFM09-203","6","Leiostomus xanthurus",14.43
"NFM09-203","6","Leiostomus xanthurus",15.25
"NFM09-203","6","Leiostomus xanthurus",16.68
"NFM09-203","6","Leiostomus xanthurus",15.64
"NFM09-203","6","Leiostomus xanthurus",13.21
"NFM09-203","6","Leiostomus xanthurus",15.2
"NFM09-203","6","Leiostomus xanthurus",18.46
"NFM09-203","6","Leiostomus xanthurus",15.08
"NFM09-203","6","Leiostomus xanthurus",15.5
"NFM09-203","6","Leiostomus xanthurus",15.28
"NFM09-203","6","Leiostomus xanthurus",13.97
"NFM09-203","6","Leiostomus xanthurus",14.44
"NFM09-203","6","Leiostomus xanthurus",17.6
"NFM09-203","6","Leiostomus xanthurus",14.6
"NFM09-203","6","Leiostomus xanthurus",18.36
"NFM09-203","6","Leiostomus xanthurus",12.69
"NFM09-203","6","Leiostomus xanthurus",15.55
"NFM09-203","6","Leiostomus xanthurus",13.68
"NFM09-203","6","Leiostomus xanthurus",14.14
"NFM09-203","6","Leiostomus xanthurus",13.27
"NFM09-203","6","Leiostomus xanthurus",14.22
"NFM09-203","6","Leiostomus xanthurus",14.54
"NFM09-203","6","Leiostomus xanthurus",13.54
"NFM09-203","6","Leiostomus xanthurus",14.89
"NFM09-203","6","Leiostomus xanthurus",16.25
"NFM09-203","6","Leiostomus xanthurus",14.38
"NFM09-203","6","Leiostomus xanthurus",12.7
"NFM09-203","6","Leiostomus xanthurus",13.48
"NFM09-203","6","Leiostomus xanthurus",13.87
"NFM09-203","6","Leiostomus xanthurus",13.65
"NFM09-203","6","Leiostomus xanthurus",15.38
"NFM09-203","6","Leiostomus xanthurus",15.23
"NFM09-203","6","Leiostomus xanthurus",12.84
"NFM09-203","6","Leiostomus xanthurus",16.25
"NFM09-203","6","Leiostomus xanthurus",14.19
"NFM09-203","6","Leiostomus xanthurus",16.5
"NFM09-203","6","Leiostomus xanthurus",13.45
"NFM09-203","6","Leiostomus xanthurus",18.47
"NFM09-203","6","Leiostomus xanthurus",14.87
"NFM09-203","6","Leiostomus xanthurus",18.5
"NFM09-203","6","Leiostomus xanthurus",17
"NFM09-203","6","Leiostomus xanthurus",16.72
"NFM09-203","6","Leiostomus xanthurus",14.46
"NFM09-203","6","Leiostomus xanthurus",17.3
"NFM09-203","6","Leiostomus xanthurus",16.7
"NFM09-203","6","Leiostomus xanthurus",13.78
"NFM09-203","6","Leiostomus xanthurus",16.72
"NFM09-203","6","Leiostomus xanthurus",14.4
"NFM09-203","6","Leiostomus xanthurus",17.36
"NFM09-203","6","Leiostomus xanthurus",17.16
"NFM09-203","6","Leiostomus xanthurus",13.7
"NFM09-203","6","Leiostomus xanthurus",14.26
"NFM09-203","6","Leiostomus xanthurus",12.93
"NFM09-203","6","Leiostomus xanthurus",14.83
"NFM09-203","6","Leiostomus xanthurus",14.15
"NFM09-203","6","Leiostomus xanthurus",13.48
"NFM09-203","6","Leiostomus xanthurus",14.91
"NFM09-203","6","Leiostomus xanthurus",16.19
"NFM09-203","6","Leiostomus xanthurus",15.45
"NFM09-203","6","Leiostomus xanthurus",16.11
"NFM09-203","6","Leiostomus xanthurus",15.85
"NFM09-203","6","Leiostomus xanthurus",15.9
"NFM09-203","6","Leiostomus xanthurus",14.1
"NFM09-203","6","Leiostomus xanthurus",13.52
"NFM09-203","6","Leiostomus xanthurus",13.84
"NFM09-203","6","Leiostomus xanthurus",14.48
"NFM09-203","6","Leiostomus xanthurus",17.24
"NFM09-203","6","Leiostomus xanthurus",15.13
"NFM09-203","6","Leiostomus xanthurus",14.44
"NFM09-203","6","Leiostomus xanthurus",14.71
"NFM09-203","6","Leiostomus xanthurus",15.52
"NFM09-203","6","Leiostomus xanthurus",15.73
"NFM09-203","6","Leiostomus xanthurus",15.51
"NFM09-203","6","Leiostomus xanthurus",13.8
"NFM09-203","6","Leiostomus xanthurus",16.79
"NFM09-203","6","Leiostomus xanthurus",13.8
"NFM09-203","6","Leiostomus xanthurus",16.72
"NFM09-203","6","Leiostomus xanthurus",15.31
"NFM09-203","6","Leiostomus xanthurus",14.14
"NFM09-203","6","Leiostomus xanthurus",14.11
"NFM09-203","6","Leiostomus xanthurus",15.2
"NFM09-203","6","Leiostomus xanthurus",13.23
"NFM09-203","6","Leiostomus xanthurus",14.71
"NFM09-203","6","Leiostomus xanthurus",13.16
"NFM09-203","6","Leiostomus xanthurus",15.29
"NFM09-203","6","Leiostomus xanthurus",17.21
"NFM09-203","6","Leiostomus xanthurus",14.91
"NFM09-203","6","Leiostomus xanthurus",14.99
"NFM09-203","6","Leiostomus xanthurus",15.15
"NFM09-203","6","Leiostomus xanthurus",14.33
"NFM09-203","6","Leiostomus xanthurus",16.29
"NFM09-203","6","Leiostomus xanthurus",15.67
"NFM09-203","6","Leiostomus xanthurus",15.4
"NFM09-203","6","Leiostomus xanthurus",14.97
"NFM09-203","6","Leiostomus xanthurus",18.55
"NFM09-203","6","Leiostomus xanthurus",15.22
"NFM09-203","6","Leiostomus xanthurus",14.79
"NFM09-203","6","Leiostomus xanthurus",15.71
"NFM09-203","6","Leiostomus xanthurus",14.4
"NFM09-203","6","Leiostomus xanthurus",15.31
"NFM09-203","6","Leiostomus xanthurus",17.9
"NFM09-203","6","Leiostomus xanthurus",14.68
"NFM09-203","6","Leiostomus xanthurus",17.92
"NFM09-203","6","Leiostomus xanthurus",15.99
"NFM09-203","6","Leiostomus xanthurus",18.81
"NFM09-203","6","Leiostomus xanthurus",12.65
"NFM09-203","6","Leiostomus xanthurus",16.26
"NFM09-203","6","Leiostomus xanthurus",13.33
"NFM09-203","6","Leiostomus xanthurus",13.76
"NFM09-203","6","Leiostomus xanthurus",15.23
"NFM09-203","6","Leiostomus xanthurus",14.31
"NFM09-203","6","Leiostomus xanthurus",12.18
"NFM09-203","6","Leiostomus xanthurus",16.05
"NFM09-203","6","Leiostomus xanthurus",15.15
"NFM09-203","6","Leiostomus xanthurus",14.75
"NFM09-203","6","Leiostomus xanthurus",18.13
"NFM09-203","6","Leiostomus xanthurus",15.32
"NFM09-203","6","Leiostomus xanthurus",12.77
"NFM09-203","6","Leiostomus xanthurus",14.58
"NFM09-203","6","Leiostomus xanthurus",13.96
"NFM09-203","6","Leiostomus xanthurus",14.61
"NFM09-203","6","Leiostomus xanthurus",13.43
"NFM09-203","6","Leiostomus xanthurus",19.13
"NFM09-203","6","Leiostomus xanthurus",13.13
"NFM09-203","6","Leiostomus xanthurus",16.24
"NFM09-203","6","Leiostomus xanthurus",13.32
"NFM09-203","6","Leiostomus xanthurus",16.55
"NFM09-203","6","Leiostomus xanthurus",15.23
"NFM09-203","6","Leiostomus xanthurus",14.71
"NFM09-203","6","Leiostomus xanthurus",16.02
"NFM09-203","6","Leiostomus xanthurus",15.2
"NFM09-203","6","Leiostomus xanthurus",18.09
"NFM09-203","6","Leiostomus xanthurus",13.95
"NFM09-203","6","Leiostomus xanthurus",13.77
"NFM09-203","6","Leiostomus xanthurus",13.8
"NFM09-203","6","Leiostomus xanthurus",16.07
"NFM09-203","6","Leiostomus xanthurus",14.32
"NFM09-203","6","Leiostomus xanthurus",14.01
"NFM09-203","6","Leiostomus xanthurus",13.85
"NFM09-203","6","Leiostomus xanthurus",16.15
"NFM09-203","6","Leiostomus xanthurus",12.77
"NFM09-203","6","Leiostomus xanthurus",14.4
"NFM09-203","6","Leiostomus xanthurus",15.52
"NFM09-203","6","Leiostomus xanthurus",15.14
"NFM09-203","6","Leiostomus xanthurus",13.89
"NFM09-203","6","Leiostomus xanthurus",14.09
"NFM09-203","6","Leiostomus xanthurus",15.22
"NFM09-203","6","Leiostomus xanthurus",15.47
"NFM09-203","6","Leiostomus xanthurus",13.07
"NFM09-203","6","Leiostomus xanthurus",13.47
"NFM09-203","6","Leiostomus xanthurus",13.74
"NFM09-203","6","Leiostomus xanthurus",16.88
"NFM09-203","6","Leiostomus xanthurus",15.6
"NFM09-203","6","Leiostomus xanthurus",15.36
"NFM09-203","6","Leiostomus xanthurus",15.7
"NFM09-203","6","Leiostomus xanthurus",15.89
"NFM09-203","6","Leiostomus xanthurus",13.88
"NFM09-203","6","Leiostomus xanthurus",16.64
"NFM09-203","6","Leiostomus xanthurus",14.06
"NFM09-203","6","Leiostomus xanthurus",14.51
"NFM09-203","6","Leiostomus xanthurus",13.4
"NFM09-203","6","Leiostomus xanthurus",12.84
"NFM09-203","6","Leiostomus xanthurus",18.16
"NFM09-203","6","Leiostomus xanthurus",17.1
"NFM09-203","6","Leiostomus xanthurus",17.09
"NFM09-203","6","Leiostomus xanthurus",13.69
"NFM09-203","6","Leiostomus xanthurus",15.08
"NFM09-203","6","Leiostomus xanthurus",14.75
"NFM09-203","6","Leiostomus xanthurus",13.88
"NFM09-203","6","Leiostomus xanthurus",14.57
"NFM09-203","6","Leiostomus xanthurus",15.09
"NFM09-203","6","Leiostomus xanthurus",14.69
"NFM09-203","6","Leiostomus xanthurus",15.58
"NFM09-203","6","Leiostomus xanthurus",14.91
"NFM09-203","6","Leiostomus xanthurus",15.41
"NFM09-203","6","Leiostomus xanthurus",14.87
"NFM09-203","6","Leiostomus xanthurus",13.4
"NFM09-203","6","Leiostomus xanthurus",14.68
"NFM09-203","6","Leiostomus xanthurus",15.94
"NFM09-203","6","Leiostomus xanthurus",17.63
"NFM09-203","6","Leiostomus xanthurus",18.16
"NFM09-203","6","Leiostomus xanthurus",17.9
"NFM09-203","6","Leiostomus xanthurus",14.14
"NFM09-203","6","Leiostomus xanthurus",14.41
"NFM09-203","6","Leiostomus xanthurus",15.68
"NFM09-203","6","Leiostomus xanthurus",17.3
"NFM09-203","6","Leiostomus xanthurus",12.46
"NFM09-203","6","Leiostomus xanthurus",13.19
"NFM09-203","6","Leiostomus xanthurus",15.15
"NFM09-203","6","Leiostomus xanthurus",14.15
"NFM09-203","6","Leiostomus xanthurus",13.79
"NFM09-203","6","Leiostomus xanthurus",15.41
"NFM09-203","6","Leiostomus xanthurus",13.96
"NFM09-203","6","Leiostomus xanthurus",12.78
"NFM09-203","6","Leiostomus xanthurus",12.05
"NFM09-203","6","Leiostomus xanthurus",15.07
"NFM09-203","6","Leiostomus xanthurus",12.88
"NFM09-203","6","Leiostomus xanthurus",13.22
"NFM09-203","6","Leiostomus xanthurus",13.85
"NFM09-203","6","Leiostomus xanthurus",13.92
"NFM09-203","6","Leiostomus xanthurus",13.82
"NFM09-203","6","Leiostomus xanthurus",14.19
"NFM09-203","6","Leiostomus xanthurus",15.03
"NFM09-203","6","Leiostomus xanthurus",14.8
"NFM09-203","6","Leiostomus xanthurus",13.31
"NFM09-203","6","Leiostomus xanthurus",13.17
"NFM09-203","6","Leiostomus xanthurus",19.18
"NFM09-203","6","Leiostomus xanthurus",14.8
"NFM09-203","6","Leiostomus xanthurus",14.35
"NFM09-203","6","Leiostomus xanthurus",16.12
"NFM09-203","6","Leiostomus xanthurus",17.06
"NFM09-203","6","Leiostomus xanthurus",13.75
"NFM09-203","6","Leiostomus xanthurus",15.3
"NFM09-203","6","Leiostomus xanthurus",14.21
"NFM09-203","6","Leiostomus xanthurus",13.76
"NFM09-203","6","Leiostomus xanthurus",16.66
