"collection_id","site","species","length_sl_mm"
"NFM08-154","14","Leiostomus xanthurus",16.03
"NFM08-154","14","Leiostomus xanthurus",16.04
"NFM08-154","14","Leiostomus xanthurus",16.04
"NFM08-154","14","Leiostomus xanthurus",16.05
"NFM08-154","14","Leiostomus xanthurus",16.06
"NFM08-154","14","Leiostomus xanthurus",16.07
"NFM08-154","14","Leiostomus xanthurus",16.07
"NFM08-154","14","Leiostomus xanthurus",16.08
"NFM08-154","14","Leiostomus xanthurus",16.09
"NFM08-154","14","Leiostomus xanthurus",16.09
"NFM08-154","14","Leiostomus xanthurus",16.09
"NFM08-154","14","Leiostomus xanthurus",16.09
"NFM08-154","14","Leiostomus xanthurus",16.1
"NFM08-154","14","Leiostomus xanthurus",16.1
"NFM08-154","14","Leiostomus xanthurus",16.1
"NFM08-154","14","Leiostomus xanthurus",16.11
"NFM08-154","14","Leiostomus xanthurus",16.11
"NFM08-154","14","Leiostomus xanthurus",16.12
"NFM08-154","14","Leiostomus xanthurus",16.13
"NFM08-154","14","Leiostomus xanthurus",16.15
"NFM08-154","14","Leiostomus xanthurus",16.17
"NFM08-154","14","Leiostomus xanthurus",16.17
"NFM08-154","14","Leiostomus xanthurus",16.17
"NFM08-154","14","Leiostomus xanthurus",16.18
"NFM08-154","14","Leiostomus xanthurus",16.18
"NFM08-154","14","Leiostomus xanthurus",16.2
"NFM08-154","14","Leiostomus xanthurus",16.21
"NFM08-154","14","Leiostomus xanthurus",16.22
"NFM08-154","14","Leiostomus xanthurus",16.23
"NFM08-154","14","Leiostomus xanthurus",16.23
"NFM08-154","14","Leiostomus xanthurus",16.23
"NFM08-154","14","Leiostomus xanthurus",16.24
"NFM08-154","14","Leiostomus xanthurus",16.24
"NFM08-154","14","Leiostomus xanthurus",16.24
"NFM08-154","14","Leiostomus xanthurus",16.25
"NFM08-154","14","Leiostomus xanthurus",16.25
"NFM08-154","14","Leiostomus xanthurus",16.25
"NFM08-154","14","Leiostomus xanthurus",16.26
"NFM08-154","14","Leiostomus xanthurus",16.27
"NFM08-154","14","Leiostomus xanthurus",16.27
"NFM08-154","14","Leiostomus xanthurus",16.28
"NFM08-154","14","Leiostomus xanthurus",16.28
"NFM08-154","14","Leiostomus xanthurus",16.29
"NFM08-154","14","Leiostomus xanthurus",16.3
"NFM08-154","14","Leiostomus xanthurus",16.32
"NFM08-154","14","Leiostomus xanthurus",16.34
"NFM08-154","14","Leiostomus xanthurus",16.34
"NFM08-154","14","Leiostomus xanthurus",16.34
"NFM08-154","14","Leiostomus xanthurus",16.35
"NFM08-154","14","Leiostomus xanthurus",16.37
"NFM08-154","14","Leiostomus xanthurus",16.37
"NFM08-154","14","Leiostomus xanthurus",16.4
"NFM08-154","14","Leiostomus xanthurus",16.4
"NFM08-154","14","Leiostomus xanthurus",16.42
"NFM08-154","14","Leiostomus xanthurus",16.42
"NFM08-154","14","Leiostomus xanthurus",16.43
"NFM08-154","14","Leiostomus xanthurus",16.44
"NFM08-154","14","Leiostomus xanthurus",16.47
"NFM08-154","14","Leiostomus xanthurus",16.48
"NFM08-154","14","Leiostomus xanthurus",16.48
"NFM08-154","14","Leiostomus xanthurus",16.49
"NFM08-154","14","Leiostomus xanthurus",16.53
"NFM08-154","14","Leiostomus xanthurus",16.53
"NFM08-154","14","Leiostomus xanthurus",16.54
"NFM08-154","14","Leiostomus xanthurus",16.56
"NFM08-154","14","Leiostomus xanthurus",16.57
"NFM08-154","14","Leiostomus xanthurus",16.57
"NFM08-154","14","Leiostomus xanthurus",16.58
"NFM08-154","14","Leiostomus xanthurus",16.58
"NFM08-154","14","Leiostomus xanthurus",16.59
"NFM08-154","14","Leiostomus xanthurus",16.61
"NFM08-154","14","Leiostomus xanthurus",16.63
"NFM08-154","14","Leiostomus xanthurus",16.63
"NFM08-154","14","Leiostomus xanthurus",16.68
"NFM08-154","14","Leiostomus xanthurus",16.69
"NFM08-154","14","Leiostomus xanthurus",16.71
"NFM08-154","14","Leiostomus xanthurus",16.71
"NFM08-154","14","Leiostomus xanthurus",16.71
"NFM08-154","14","Leiostomus xanthurus",16.74
"NFM08-154","14","Leiostomus xanthurus",16.76
"NFM08-154","14","Leiostomus xanthurus",16.77
"NFM08-154","14","Leiostomus xanthurus",16.77
"NFM08-154","14","Leiostomus xanthurus",16.78
"NFM08-154","14","Leiostomus xanthurus",16.78
"NFM08-154","14","Leiostomus xanthurus",16.85
"NFM08-154","14","Leiostomus xanthurus",16.85
"NFM08-154","14","Leiostomus xanthurus",16.86
"NFM08-154","14","Leiostomus xanthurus",16.86
"NFM08-154","14","Leiostomus xanthurus",16.86
"NFM08-154","14","Leiostomus xanthurus",16.86
"NFM08-154","14","Leiostomus xanthurus",16.87
"NFM08-154","14","Leiostomus xanthurus",16.87
"NFM08-154","14","Leiostomus xanthurus",16.88
"NFM08-154","14","Leiostomus xanthurus",16.89
"NFM08-154","14","Leiostomus xanthurus",16.9
"NFM08-154","14","Leiostomus xanthurus",16.93
"NFM08-154","14","Leiostomus xanthurus",16.96
"NFM08-154","14","Leiostomus xanthurus",16.97
"NFM08-154","14","Leiostomus xanthurus",16.98
"NFM08-154","14","Leiostomus xanthurus",16.98
"NFM08-154","14","Leiostomus xanthurus",17
"NFM08-154","14","Leiostomus xanthurus",17
"NFM08-154","14","Leiostomus xanthurus",17.04
"NFM08-154","14","Leiostomus xanthurus",17.04
"NFM08-154","14","Leiostomus xanthurus",17.04
"NFM08-154","14","Leiostomus xanthurus",17.06
"NFM08-154","14","Leiostomus xanthurus",17.07
"NFM08-154","14","Leiostomus xanthurus",17.09
"NFM08-154","14","Leiostomus xanthurus",17.1
"NFM08-154","14","Leiostomus xanthurus",17.11
"NFM08-154","14","Leiostomus xanthurus",17.11
"NFM08-154","14","Leiostomus xanthurus",17.12
"NFM08-154","14","Leiostomus xanthurus",17.13
"NFM08-154","14","Leiostomus xanthurus",17.13
"NFM08-154","14","Leiostomus xanthurus",17.14
"NFM08-154","14","Leiostomus xanthurus",17.14
"NFM08-154","14","Leiostomus xanthurus",17.15
"NFM08-154","14","Leiostomus xanthurus",17.15
"NFM08-154","14","Leiostomus xanthurus",17.16
"NFM08-154","14","Leiostomus xanthurus",17.16
"NFM08-154","14","Leiostomus xanthurus",17.2
"NFM08-154","14","Leiostomus xanthurus",17.21
"NFM08-154","14","Leiostomus xanthurus",17.22
"NFM08-154","14","Leiostomus xanthurus",17.23
"NFM08-154","14","Leiostomus xanthurus",17.26
"NFM08-154","14","Leiostomus xanthurus",17.27
"NFM08-154","14","Leiostomus xanthurus",17.27
"NFM08-154","14","Leiostomus xanthurus",17.28
"NFM08-154","14","Leiostomus xanthurus",17.29
"NFM08-154","14","Leiostomus xanthurus",17.3
"NFM08-154","14","Leiostomus xanthurus",17.33
"NFM08-154","14","Leiostomus xanthurus",17.37
"NFM08-154","14","Leiostomus xanthurus",17.37
"NFM08-154","14","Leiostomus xanthurus",17.4
"NFM08-154","14","Leiostomus xanthurus",17.41
"NFM08-154","14","Leiostomus xanthurus",17.42
"NFM08-154","14","Leiostomus xanthurus",17.42
"NFM08-154","14","Leiostomus xanthurus",17.44
"NFM08-154","14","Leiostomus xanthurus",17.45
"NFM08-154","14","Leiostomus xanthurus",17.47
"NFM08-154","14","Leiostomus xanthurus",17.47
"NFM08-154","14","Leiostomus xanthurus",17.49
"NFM08-154","14","Leiostomus xanthurus",17.5
"NFM08-154","14","Leiostomus xanthurus",17.5
"NFM08-154","14","Leiostomus xanthurus",17.5
"NFM08-154","14","Leiostomus xanthurus",17.5
"NFM08-154","14","Leiostomus xanthurus",17.52
"NFM08-154","14","Leiostomus xanthurus",17.52
"NFM08-154","14","Leiostomus xanthurus",17.53
"NFM08-154","14","Leiostomus xanthurus",17.53
"NFM08-154","14","Leiostomus xanthurus",17.56
"NFM08-154","14","Leiostomus xanthurus",17.57
"NFM08-154","14","Leiostomus xanthurus",17.57
"NFM08-154","14","Leiostomus xanthurus",17.59
"NFM08-154","14","Leiostomus xanthurus",17.6
"NFM08-154","14","Leiostomus xanthurus",17.62
"NFM08-154","14","Leiostomus xanthurus",17.68
"NFM08-154","14","Leiostomus xanthurus",17.69
"NFM08-154","14","Leiostomus xanthurus",17.7
"NFM08-154","14","Leiostomus xanthurus",17.74
"NFM08-154","14","Leiostomus xanthurus",17.75
"NFM08-154","14","Leiostomus xanthurus",17.76
"NFM08-154","14","Leiostomus xanthurus",17.79
"NFM08-154","14","Leiostomus xanthurus",17.79
"NFM08-154","14","Leiostomus xanthurus",17.83
"NFM08-154","14","Leiostomus xanthurus",17.83
"NFM08-154","14","Leiostomus xanthurus",17.84
"NFM08-154","14","Leiostomus xanthurus",17.9
"NFM08-154","14","Leiostomus xanthurus",17.9
"NFM08-154","14","Leiostomus xanthurus",17.93
"NFM08-154","14","Leiostomus xanthurus",17.93
"NFM08-154","14","Leiostomus xanthurus",17.94
"NFM08-154","14","Leiostomus xanthurus",17.99
"NFM08-154","14","Leiostomus xanthurus",18.02
"NFM08-154","14","Leiostomus xanthurus",18.02
"NFM08-154","14","Leiostomus xanthurus",18.03
"NFM08-154","14","Leiostomus xanthurus",18.03
"NFM08-154","14","Leiostomus xanthurus",18.09
"NFM08-154","14","Leiostomus xanthurus",18.11
"NFM08-154","14","Leiostomus xanthurus",18.18
"NFM08-154","14","Leiostomus xanthurus",18.19
"NFM08-154","14","Leiostomus xanthurus",18.2
"NFM08-154","14","Leiostomus xanthurus",18.21
"NFM08-154","14","Leiostomus xanthurus",18.23
"NFM08-154","14","Leiostomus xanthurus",18.23
"NFM08-154","14","Leiostomus xanthurus",18.24
"NFM08-154","14","Leiostomus xanthurus",18.26
"NFM08-154","14","Leiostomus xanthurus",18.4
"NFM08-154","14","Leiostomus xanthurus",18.41
"NFM08-154","14","Leiostomus xanthurus",18.46
"NFM08-154","14","Leiostomus xanthurus",18.48
"NFM08-154","14","Leiostomus xanthurus",18.48
"NFM08-154","14","Leiostomus xanthurus",18.51
"NFM08-154","14","Leiostomus xanthurus",18.52
"NFM08-154","14","Leiostomus xanthurus",18.53
"NFM08-154","14","Leiostomus xanthurus",18.55
"NFM08-154","14","Leiostomus xanthurus",18.57
"NFM08-154","14","Leiostomus xanthurus",18.57
"NFM08-154","14","Leiostomus xanthurus",18.59
"NFM08-154","14","Leiostomus xanthurus",18.61
"NFM08-154","14","Leiostomus xanthurus",18.65
"NFM08-154","14","Leiostomus xanthurus",18.67
"NFM08-154","14","Leiostomus xanthurus",18.67
"NFM08-154","14","Leiostomus xanthurus",18.73
"NFM08-154","14","Leiostomus xanthurus",18.85
"NFM08-154","14","Leiostomus xanthurus",18.88
"NFM08-154","14","Leiostomus xanthurus",18.9
"NFM08-154","14","Leiostomus xanthurus",18.97
"NFM08-154","14","Leiostomus xanthurus",19
"NFM08-154","14","Leiostomus xanthurus",19
"NFM08-154","14","Leiostomus xanthurus",19.04
"NFM08-154","14","Leiostomus xanthurus",19.05
"NFM08-154","14","Leiostomus xanthurus",19.05
"NFM08-154","14","Leiostomus xanthurus",19.08
"NFM08-154","14","Leiostomus xanthurus",19.09
"NFM08-154","14","Leiostomus xanthurus",19.13
"NFM08-154","14","Leiostomus xanthurus",19.21
"NFM08-154","14","Leiostomus xanthurus",19.22
"NFM08-154","14","Leiostomus xanthurus",19.25
"NFM08-154","14","Leiostomus xanthurus",19.5
"NFM08-154","14","Leiostomus xanthurus",19.52
"NFM08-154","14","Leiostomus xanthurus",19.52
"NFM08-154","14","Leiostomus xanthurus",19.95
"NFM08-154","14","Leiostomus xanthurus",20.49
"NFM08-154","14","Leiostomus xanthurus",20.63
"NFM08-154","14","Leiostomus xanthurus",20.64
"NFM08-154","14","Leiostomus xanthurus",21.05
"NFM08-154","14","Leiostomus xanthurus",21.67
"NFM08-154","14","Leiostomus xanthurus",21.67
"NFM08-154","14","Leiostomus xanthurus",22.97
"NFM08-154","14","Leiostomus xanthurus",23.16
"NFM08-154","14","Leiostomus xanthurus",25.19
"NFM08-154","14","Leiostomus xanthurus",31.7
"NFM08-154","14","Leiostomus xanthurus",33.31
"NFM08-154","14","Mugil cephalus",26.1
"NFM08-156","2","Bairdiella chrysoura",11.03
"NFM08-156","2","Bairdiella chrysoura",12.17
"NFM08-156","2","Bairdiella chrysoura",13.34
"NFM08-156","2","Bairdiella chrysoura",13.81
"NFM08-156","2","Bairdiella chrysoura",16.61
"NFM08-156","2","Bairdiella chrysoura",16.66
"NFM08-156","2","Bairdiella chrysoura",17.37
"NFM08-156","2","Bairdiella chrysoura",17.63
"NFM08-156","2","Bairdiella chrysoura",18.74
"NFM08-156","2","Bairdiella chrysoura",18.81
"NFM08-156","2","Bairdiella chrysoura",18.87
"NFM08-156","2","Bairdiella chrysoura",18.94
"NFM08-156","2","Bairdiella chrysoura",19.07
"NFM08-156","2","Bairdiella chrysoura",19.25
"NFM08-156","2","Bairdiella chrysoura",20.04
"NFM08-156","2","Bairdiella chrysoura",20.12
"NFM08-156","2","Bairdiella chrysoura",20.79
"NFM08-156","2","Bairdiella chrysoura",20.82
"NFM08-156","2","Bairdiella chrysoura",20.89
"NFM08-156","2","Bairdiella chrysoura",21.13
"NFM08-156","2","Bairdiella chrysoura",21.13
"NFM08-156","2","Bairdiella chrysoura",21.32
"NFM08-156","2","Bairdiella chrysoura",21.33
"NFM08-156","2","Bairdiella chrysoura",21.47
"NFM08-156","2","Bairdiella chrysoura",21.89
"NFM08-156","2","Bairdiella chrysoura",22.09
"NFM08-156","2","Bairdiella chrysoura",22.11
"NFM08-156","2","Bairdiella chrysoura",22.43
"NFM08-156","2","Bairdiella chrysoura",22.52
"NFM08-156","2","Bairdiella chrysoura",22.72
"NFM08-156","2","Bairdiella chrysoura",22.79
"NFM08-156","2","Bairdiella chrysoura",23.06
"NFM08-156","2","Bairdiella chrysoura",23.11
"NFM08-156","2","Bairdiella chrysoura",23.18
"NFM08-156","2","Bairdiella chrysoura",23.24
"NFM08-156","2","Bairdiella chrysoura",23.24
"NFM08-156","2","Bairdiella chrysoura",23.31
"NFM08-156","2","Bairdiella chrysoura",23.68
"NFM08-156","2","Bairdiella chrysoura",23.8
"NFM08-156","2","Bairdiella chrysoura",23.8
"NFM08-156","2","Bairdiella chrysoura",24.2
"NFM08-156","2","Bairdiella chrysoura",24.39
"NFM08-156","2","Bairdiella chrysoura",24.97
"NFM08-156","2","Bairdiella chrysoura",25.09
"NFM08-156","2","Bairdiella chrysoura",25.2
"NFM08-156","2","Bairdiella chrysoura",25.84
"NFM08-156","2","Bairdiella chrysoura",26.29
"NFM08-156","2","Bairdiella chrysoura",26.76
"NFM08-156","2","Bairdiella chrysoura",27.15
"NFM08-156","2","Bairdiella chrysoura",27.78
"NFM08-156","2","Bairdiella chrysoura",28.9
"NFM08-156","2","Bairdiella chrysoura",31.6
"NFM08-156","2","Lagodon rhomboides",20.27
"NFM08-156","2","Lagodon rhomboides",20.84
"NFM08-156","2","Lagodon rhomboides",21.06
"NFM08-156","2","Lagodon rhomboides",21.19
"NFM08-156","2","Lagodon rhomboides",21.36
"NFM08-156","2","Lagodon rhomboides",21.41
"NFM08-156","2","Lagodon rhomboides",21.76
"NFM08-156","2","Lagodon rhomboides",21.76
"NFM08-156","2","Lagodon rhomboides",21.86
"NFM08-156","2","Lagodon rhomboides",22.21
"NFM08-156","2","Lagodon rhomboides",22.57
"NFM08-156","2","Lagodon rhomboides",22.69
"NFM08-156","2","Lagodon rhomboides",22.86
"NFM08-156","2","Lagodon rhomboides",22.94
"NFM08-156","2","Lagodon rhomboides",22.98
"NFM08-156","2","Lagodon rhomboides",23.06
"NFM08-156","2","Lagodon rhomboides",23.1
"NFM08-156","2","Lagodon rhomboides",23.11
"NFM08-156","2","Lagodon rhomboides",23.14
"NFM08-156","2","Lagodon rhomboides",23.28
"NFM08-156","2","Lagodon rhomboides",23.29
"NFM08-156","2","Lagodon rhomboides",23.3
"NFM08-156","2","Lagodon rhomboides",23.32
"NFM08-156","2","Lagodon rhomboides",23.5
"NFM08-156","2","Lagodon rhomboides",23.64
"NFM08-156","2","Lagodon rhomboides",23.9
"NFM08-156","2","Lagodon rhomboides",24.09
"NFM08-156","2","Lagodon rhomboides",24.15
"NFM08-156","2","Lagodon rhomboides",24.16
"NFM08-156","2","Lagodon rhomboides",24.25
"NFM08-156","2","Lagodon rhomboides",24.33
"NFM08-156","2","Lagodon rhomboides",24.34
"NFM08-156","2","Lagodon rhomboides",24.35
"NFM08-156","2","Lagodon rhomboides",24.35
"NFM08-156","2","Lagodon rhomboides",24.37
"NFM08-156","2","Lagodon rhomboides",24.5
"NFM08-156","2","Lagodon rhomboides",24.71
"NFM08-156","2","Lagodon rhomboides",24.98
"NFM08-156","2","Lagodon rhomboides",25.07
"NFM08-156","2","Lagodon rhomboides",25.1
"NFM08-156","2","Lagodon rhomboides",25.17
"NFM08-156","2","Lagodon rhomboides",25.22
"NFM08-156","2","Lagodon rhomboides",25.33
"NFM08-156","2","Lagodon rhomboides",25.34
"NFM08-156","2","Lagodon rhomboides",25.43
"NFM08-156","2","Lagodon rhomboides",25.43
"NFM08-156","2","Lagodon rhomboides",25.45
"NFM08-156","2","Lagodon rhomboides",25.53
"NFM08-156","2","Lagodon rhomboides",25.55
"NFM08-156","2","Lagodon rhomboides",25.57
"NFM08-156","2","Lagodon rhomboides",25.74
"NFM08-156","2","Lagodon rhomboides",25.78
"NFM08-156","2","Lagodon rhomboides",25.79
"NFM08-156","2","Lagodon rhomboides",25.79
"NFM08-156","2","Lagodon rhomboides",25.79
"NFM08-156","2","Lagodon rhomboides",25.82
"NFM08-156","2","Lagodon rhomboides",25.83
"NFM08-156","2","Lagodon rhomboides",25.87
"NFM08-156","2","Lagodon rhomboides",25.88
"NFM08-156","2","Lagodon rhomboides",26.01
"NFM08-156","2","Lagodon rhomboides",26.02
"NFM08-156","2","Lagodon rhomboides",26.1
"NFM08-156","2","Lagodon rhomboides",26.16
"NFM08-156","2","Lagodon rhomboides",26.18
"NFM08-156","2","Lagodon rhomboides",26.35
"NFM08-156","2","Lagodon rhomboides",26.38
"NFM08-156","2","Lagodon rhomboides",26.43
"NFM08-156","2","Lagodon rhomboides",26.44
"NFM08-156","2","Lagodon rhomboides",26.44
"NFM08-156","2","Lagodon rhomboides",26.44
"NFM08-156","2","Lagodon rhomboides",26.46
"NFM08-156","2","Lagodon rhomboides",26.47
"NFM08-156","2","Lagodon rhomboides",26.51
"NFM08-156","2","Lagodon rhomboides",26.52
"NFM08-156","2","Lagodon rhomboides",26.57
"NFM08-156","2","Lagodon rhomboides",26.6
"NFM08-156","2","Lagodon rhomboides",26.7
"NFM08-156","2","Lagodon rhomboides",26.71
"NFM08-156","2","Lagodon rhomboides",26.74
"NFM08-156","2","Lagodon rhomboides",26.75
"NFM08-156","2","Lagodon rhomboides",26.78
"NFM08-156","2","Lagodon rhomboides",26.84
"NFM08-156","2","Lagodon rhomboides",26.9
"NFM08-156","2","Lagodon rhomboides",26.91
"NFM08-156","2","Lagodon rhomboides",26.99
"NFM08-156","2","Lagodon rhomboides",27.1
"NFM08-156","2","Lagodon rhomboides",27.17
"NFM08-156","2","Lagodon rhomboides",27.21
"NFM08-156","2","Lagodon rhomboides",27.26
"NFM08-156","2","Lagodon rhomboides",27.36
"NFM08-156","2","Lagodon rhomboides",27.37
"NFM08-156","2","Lagodon rhomboides",27.43
"NFM08-156","2","Lagodon rhomboides",27.46
"NFM08-156","2","Lagodon rhomboides",27.49
"NFM08-156","2","Lagodon rhomboides",27.52
"NFM08-156","2","Lagodon rhomboides",27.6
"NFM08-156","2","Lagodon rhomboides",27.65
"NFM08-156","2","Lagodon rhomboides",27.7
"NFM08-156","2","Lagodon rhomboides",27.78
"NFM08-156","2","Lagodon rhomboides",27.84
"NFM08-156","2","Lagodon rhomboides",27.87
"NFM08-156","2","Lagodon rhomboides",27.87
"NFM08-156","2","Lagodon rhomboides",27.94
"NFM08-156","2","Lagodon rhomboides",27.98
"NFM08-156","2","Lagodon rhomboides",27.98
"NFM08-156","2","Lagodon rhomboides",28
"NFM08-156","2","Lagodon rhomboides",28.11
"NFM08-156","2","Lagodon rhomboides",28.14
"NFM08-156","2","Lagodon rhomboides",28.19
"NFM08-156","2","Lagodon rhomboides",28.29
"NFM08-156","2","Lagodon rhomboides",28.31
"NFM08-156","2","Lagodon rhomboides",28.42
"NFM08-156","2","Lagodon rhomboides",28.46
"NFM08-156","2","Lagodon rhomboides",28.58
"NFM08-156","2","Lagodon rhomboides",28.69
"NFM08-156","2","Lagodon rhomboides",28.71
"NFM08-156","2","Lagodon rhomboides",28.75
"NFM08-156","2","Lagodon rhomboides",28.8
"NFM08-156","2","Lagodon rhomboides",28.84
"NFM08-156","2","Lagodon rhomboides",29.03
"NFM08-156","2","Lagodon rhomboides",29.05
"NFM08-156","2","Lagodon rhomboides",29.07
"NFM08-156","2","Lagodon rhomboides",29.09
"NFM08-156","2","Lagodon rhomboides",29.12
"NFM08-156","2","Lagodon rhomboides",29.17
"NFM08-156","2","Lagodon rhomboides",29.19
"NFM08-156","2","Lagodon rhomboides",29.22
"NFM08-156","2","Lagodon rhomboides",29.23
"NFM08-156","2","Lagodon rhomboides",29.27
"NFM08-156","2","Lagodon rhomboides",29.32
"NFM08-156","2","Lagodon rhomboides",29.32
"NFM08-156","2","Lagodon rhomboides",29.39
"NFM08-156","2","Lagodon rhomboides",29.41
"NFM08-156","2","Lagodon rhomboides",29.46
"NFM08-156","2","Lagodon rhomboides",29.46
"NFM08-156","2","Lagodon rhomboides",29.47
"NFM08-156","2","Lagodon rhomboides",29.5
"NFM08-156","2","Lagodon rhomboides",29.55
"NFM08-156","2","Lagodon rhomboides",29.64
"NFM08-156","2","Lagodon rhomboides",29.84
"NFM08-156","2","Lagodon rhomboides",29.91
"NFM08-156","2","Lagodon rhomboides",30.06
"NFM08-156","2","Lagodon rhomboides",30.15
"NFM08-156","2","Lagodon rhomboides",30.31
"NFM08-156","2","Lagodon rhomboides",30.34
"NFM08-156","2","Lagodon rhomboides",30.37
"NFM08-156","2","Lagodon rhomboides",30.4
"NFM08-156","2","Lagodon rhomboides",30.47
"NFM08-156","2","Lagodon rhomboides",30.75
"NFM08-156","2","Lagodon rhomboides",30.84
"NFM08-156","2","Lagodon rhomboides",31.01
"NFM08-156","2","Lagodon rhomboides",31.02
"NFM08-156","2","Lagodon rhomboides",31.15
"NFM08-156","2","Lagodon rhomboides",31.17
"NFM08-156","2","Lagodon rhomboides",31.19
"NFM08-156","2","Lagodon rhomboides",31.31
"NFM08-156","2","Lagodon rhomboides",31.32
"NFM08-156","2","Lagodon rhomboides",31.41
"NFM08-156","2","Lagodon rhomboides",31.44
"NFM08-156","2","Lagodon rhomboides",31.45
"NFM08-156","2","Lagodon rhomboides",31.59
"NFM08-156","2","Lagodon rhomboides",31.64
"NFM08-156","2","Lagodon rhomboides",31.69
"NFM08-156","2","Lagodon rhomboides",31.93
"NFM08-156","2","Lagodon rhomboides",31.94
"NFM08-156","2","Lagodon rhomboides",31.96
"NFM08-156","2","Lagodon rhomboides",32.05
"NFM08-156","2","Lagodon rhomboides",32.29
"NFM08-156","2","Lagodon rhomboides",32.3
